Article ID,Feedback 1,Comments,Label(s),Link to Article,Type
10047,There were broken links.|I didn't find any useful information.,The print invoice button is not available. This article since outdated.,"Negative Complaint, Design Feedback",https://seller.shopee.sg/edu/article/10047,article
10792,I didn't find any useful information.,There is no DTS in my Product Details page,"Design Feedback, Constructive Criticism",https://seller.shopee.sg/edu/article/10792,article
10831,I didn't find any useful information.,The SPX service point list is incomplete. I know of 1 dropoff point but didnt see it on the map. Good to provide a list on the website rather than map,"Constructive Criticism, Design Feedback",https://seller.shopee.sg/edu/article/10831,article
10831,There were broken links.,"1. Has a clearly printed Air Waybill (AWB)SPX Service Points will not accept any parcels with AWB. -> Is this a typo? Should be ""without AWB""?","Constructive Criticism, Design Feedback",https://seller.shopee.sg/edu/article/10831,article
10831,I didn't find any useful information.,bad,Negative Complaint,https://seller.shopee.sg/edu/article/10831,article
10831,I didn't find any useful information.,hi please arrange shopee express pick up on time dont know what reason why they keep not coming and all the parcels got expired ,Negative Complaint,https://seller.shopee.sg/edu/article/10831,article
10831,I didn't find any useful information.,Keep experiencing shipping errors. Consecutive Unsuccessful pickups shown even though item had been confirmed to be dropped off successfully.,Negative Complaint,https://seller.shopee.sg/edu/article/10831,article
10831,The lessons were too difficult.|Images/gifs did not load.|There were broken links.|I didn't find any useful information.,Difficulty ,Unknown,https://seller.shopee.sg/edu/article/10831,article
11182,I didn't find any useful information.,There is no explanation on how the CRR is calculated.,Constructive Criticism,https://seller.shopee.sg/edu/article/11182/chat-response-rate-faqs,article
11182,The lessons were too difficult.,Need simple answer,Genuine Question,https://seller.shopee.sg/edu/article/11182/chat-response-rate-faqs,article
11209,I didn't find any useful information.,"Not found   Under the Adjustment tab on the My Balance page, select a transaction with ",Unknown,https://seller.shopee.sg/edu/article/11209,article
11469,I didn't find any useful information.,i cant find the option for full screen option in chat box corner,"Design Feedback, Genuine Question",https://seller.shopee.sg/edu/article/11469/navigate-shopee-seller-chat-pc,article
11695,I didn't find any useful information.,I asked the seller to cancel my order. Politely,Positive Comment,https://seller.shopee.sg/edu/article/11695/chat-violations,article
11696,I didn't find any useful information.,"When I report such cases, there is no action taken towatd the seller",Negative Complaint,https://seller.shopee.sg/edu/article/11696?utm_medium=notification&utm_source=appar,article
11696,I didn't find any useful information.,A lot more,Unknown,https://seller.shopee.sg/edu/article/11696?utm_medium=notification&utm_source=appar,article
11702,I didn't find any useful information.,control your seller,Unknown,https://seller.shopee.sg/edu/article/11702/unfair-competition-policy,article
11889,I didn't find any useful information.,Unable to disable Shopee Xpress shipping channel,"Constructive Criticism, Design Feedback",https://seller.shopee.sg/edu/article/11889/set-shipping-channels,article
11889,I didn't find any useful information.|The lessons were too difficult.,don't understand,Unknown,https://seller.shopee.sg/edu/article/11889/set-shipping-channels,article
12279,There were broken links.,The product video does not display play button despite following instruction,Design Feedback,https://seller.shopee.sg/edu/article/12279/product-videos,article
12348,I didn't find any useful information.,The auo-refund/return process needs to be changed,"Constructive Criticism, Design Feedback",https://seller.shopee.sg/edu/article/12348,article
12348,I didn't find any useful information.,i need a link to raise dispute as I am cross border seller which received my returned parcel after many days,Genuine Question,https://seller.shopee.sg/edu/article/12348/return-refund-dispute-,article
12348,I didn't find any useful information.,shopee agents never check all details provided by seller properly,Negative Complaint,https://seller.shopee.sg/edu/article/12348/return-refund-dispute-,article
12348,The lessons were too difficult.|I didn't find any useful information.,"no more useful, hope to find a link to raise a claim",Negative Complaint,https://seller.shopee.sg/edu/article/12348,article
12348,I didn't find any useful information.,"We did our due deligent to send out items, and cause of fussy customer. We are not mall seller, why do we have to agree to change of mind? ",Negative Complaint,https://seller.shopee.sg/edu/article/12348,article
12349,I didn't find any useful information.,Should let sellers to reject the buyer's return / refund in the first place.,Constructive Criticism,https://seller.shopee.sg/edu/article/12349,article
12349,I didn't find any useful information.,"i got items all cancelled but no refund, pls do refund ototal $100+, i will advise other not to buy from shopee n put inside forum",Negative Complaint,https://seller.shopee.sg/edu/article/12349,article
12551,I didn't find any useful information.,"If customer doesn't select free shipping voucher, does Seller participating in Free Shipping Programme still need to pay 2.14% fee? ","Genuine Question, Constructive Criticism",https://seller.shopee.sg/edu/article/12551?utm_medium=notification&utm_source=appar,article
12551,The lessons were too difficult.,Troublesome procedures to purchase something. Claim here and there. ,Negative Complaint,https://seller.shopee.sg/edu/article/12551?utm_medium=notification&utm_source=apppn&__source__=push_notification,article
12551,I didn't find any useful information.,"The shipping on the item indicate is free shipping but at payment, shipping fee still applied automatically. Very confusing. Trust fail.","Negative Complaint, Design Feedback",https://seller.shopee.sg/edu/article/12551,article
12551,I didn't find any useful information.,Very confusing……..not user friendly ,"Negative Complaint, Design Feedback",https://seller.shopee.sg/edu/article/12551,article
12637,I didn't find any useful information.,"3PLs are unable to meet the delivery time driver would arrive past the opening hours, and take a picture of a closed office -mark as no item 2 pickup",Design Feedback,https://seller.shopee.sg/edu/article/12637,article
12637,I didn't find any useful information.,What happen to parcel that is more than 30 kg?,Genuine Question,https://seller.shopee.sg/edu/article/12637,article
12637,I didn't find any useful information.,"Will there discount for self drop off? If not, why we want to self drop off to warehouse which is the location is far away. ","Genuine Question, Negative Complaint",https://seller.shopee.sg/edu/article/12637,article
12637,I didn't find any useful information.,I only have the option for SPX Drop off which only accepts parcels < 80cm and to be sent within 2 days. Support response is only given in 5 to 8 days.,Negative Complaint,https://seller.shopee.sg/edu/article/12637,article
12637,I didn't find any useful information.,"Once J&T Express missed the pick-up, they marked the status as (Parcel not ready), instead of marking them as (ran out of time).",Negative Complaint,https://seller.shopee.sg/edu/article/12637,article
12637,I didn't find any useful information.,"How can you expect me to carry so heavy parcel to the warehouse, that is weight 7 LItre of bottles.  Waited so long for the Pick UP? Order ID221216RR","Negative Complaint, Design Feedback",https://seller.shopee.sg/edu/article/12637?fbclid=IwAR3PdqQBzvCE9l-rWJcgp72KS-5T3j1ybS8A0uZZnPS3aUzkFzkr-7Z17y8,article
12637,I didn't find any useful information.,哎 不知道说你们什么好 只能祝你们好运了,Unknown,https://seller.shopee.sg/edu/article/12637,article
13107,The lessons were too difficult.|I didn't find any useful information.,need more detailed example,Constructive Criticism,https://seller.shopee.sg/edu/article/13107/seller-fees,article
13107,The lessons were too difficult.|There were broken links.|I didn't find any useful information.,"wrong information, here say this percentage but end up charge 10% of our order amount!",Negative Complaint,https://seller.shopee.sg/edu/article/13107/seller-fees,article
13976,I didn't find any useful information.,I already contact and spoke to the person in shopee chat and told me that today there will be a pick up.  But to my disappointment the pickup  failed,Negative Complaint,https://seller.shopee.sg/edu/article/13976/unsuccessful-pickup-,article
14005,I didn't find any useful information.,better to have a function that allows seller to MASS DELETE or MASS DELIST ,Constructive Criticism,https://seller.shopee.sg/edu/article/14005/how-to-delete-a-listing-,article
14005,I didn't find any useful information.,No solution to delete shop,Design Feedback,https://seller.shopee.sg/edu/article/14005/how-to-delete-a-listing-,article
14007,I didn't find any useful information.,how do i remove cc installment from my payment method,Genuine Question,https://seller.shopee.sg/edu/article/14007/instalment-payment-method-,article
14170,The lessons were too difficult.|I didn't find any useful information.,It’s just too complicating,Negative Complaint,https://seller.shopee.sg/edu/article/14170/edit-and-delist-listings-,article
14216,I didn't find any useful information.,I am a Singapore seller and am exploring to sell my products overseas to Taiwan and Vietnam. ,"Genuine Question, Constructive Criticism",https://seller.shopee.sg/edu/article/14216/how-to-sell-from-overseas-,article
14216,I didn't find any useful information.,I want to sell overseas and I am a seller based in Singapore. This article is not helpful.,Negative Complaint,https://seller.shopee.sg/edu/article/14216/how-to-sell-from-overseas-,article
14216,I didn't find any useful information.,not much details,Unknown,https://seller.shopee.sg/edu/article/14216/how-to-sell-from-overseas-,article
14234,I didn't find any useful information.,In shopee app adding variations isn't applicable ,"Design Feedback, Constructive Criticism",https://seller.shopee.sg/edu/article/14234/product-variations-,article
14234,I didn't find any useful information.,Still unsure how to do it,Genuine Question,https://seller.shopee.sg/edu/article/14234/product-variations-,article
14234,I didn't find any useful information.,I am unable to find any help to get the results shown in the video ,Negative Complaint,https://seller.shopee.sg/edu/article/14234/product-variations-,article
14234,I didn't find any useful information.,Confusing,Negative Complaint,https://seller.shopee.sg/edu/article/14234/product-variations-,article
14291,I didn't find any useful information.,Give actual contact numbers/persons that we can contact that can provide help within the day as this is a pick up issue.,Constructive Criticism,https://seller.shopee.sg/edu/article/14291/delivery-dispatch-fails-pickup,article
14366,The lessons were too difficult.|I didn't find any useful information.,Not sure any benefit to seller,Unknown,https://seller.shopee.sg/edu/article/14366/preferred-seller-pause-periods,article
14431,I didn't find any useful information.,"This is not helpful if we wan to see all the our reviews we have done. Also, i did a reviews over 4 weeks. Yet it doesn't appear in the shop listing","Negative Complaint, Design Feedback",https://seller.shopee.sg/edu/article/14431/rate-buyers,article
14467,I didn't find any useful information.,I need to find the link on PC since im a Malaysia seller and having Shopee SG on my phone is legally not possible,Genuine Question,https://seller.shopee.sg/edu/article/14467,article
14467,The lessons were too difficult.,What is a Shopee LinkAnd how do I LIKE it?,Genuine Question,https://seller.shopee.sg/edu/article/14467#,article
14796,I didn't find any useful information.,i wanted to apply for own fleet use but the google form wrote that it is no longer accepting responses. How do i go about doing so?,Genuine Question,https://seller.shopee.sg/edu/article/14796,article
14903,Images/gifs did not load.|The lessons were too difficult.,The attributes in this sizing charts are too 1 dimension and insufficient to cover the proper information for consumers to under sizing.,"Design Feedback, Constructive Criticism",https://seller.shopee.sg/edu/article/14903,article
14912,I didn't find any useful information.,This is very annoying for our order processing. And right before 6.6!,Negative Complaint,https://seller.shopee.sg/edu/article/14912,article
14912,I didn't find any useful information.,Dont understand why keeping the buyers' names can ensure a safe marketplace for all users. ,Negative Complaint,https://seller.shopee.sg/edu/article/14912?utm_medium=notification&utm_source=webar,article
14912,The lessons were too difficult.|I didn't find any useful information.,"Why shopee keep remove the good function, what’s your management level doing, too many males?",Negative Complaint,https://seller.shopee.sg/edu/article/14912?utm_medium=notification&utm_source=apppn&__source__=push_notification,article
14912,I didn't find any useful information.,"Oversea sellers using the same new policy ? Many times that the customer service cannot reach customers, pls understand the ground work 1st !!! ",Negative Complaint,https://seller.shopee.sg/edu/article/14912,article
14912,I didn't find any useful information.,At least replace their names with username. This is so troublesome when packing orders.,"Negative Complaint, Design Feedback",https://seller.shopee.sg/edu/article/14912,article
15140,I didn't find any useful information.,it is not even available yet,Negative Complaint,https://seller.shopee.sg/edu/article/15140/brand-ip-portal?utm_medium=notification&utm_source=webar,article
15157,The lessons were too difficult.|I didn't find any useful information.,I don't understand.,Genuine Question,https://seller.shopee.sg/edu/article/15157/When-to-dispute-return-refund,article
15157,The lessons were too difficult.,Does buyer hv to pay to return faulty/wrong order when its not buyer's fault? How about overseas seller? ,Genuine Question,https://seller.shopee.sg/edu/article/15157?utm_medium=notification&utm_source=apppn&__source__=push_notification,article
15157,I didn't find any useful information.,The webform is no longer available. ,Negative Complaint,https://seller.shopee.sg/edu/article/15157/When-to-dispute-return-refund,article
15157,I didn't find any useful information.,There is no ruler for Seller not fairly penalized for malpractice - supplied wrong/damaged products,"Negative Complaint, Design Feedback",https://seller.shopee.sg/edu/article/15157?utm_medium=notification&utm_source=webar,article
15342,I didn't find any useful information.,"for a costumed product , a small price is only a payment unit, buyers may pay a few unit . so the shoppe is just going lazada management mode. ",Negative Complaint,https://seller.shopee.sg/edu/article/15342/cannot-list-products,article
15361,I didn't find any useful information.,So where is the link to request pick up?,Genuine Question,https://seller.shopee.sg/edu/article/15361/shipping-channels-pick-up,article
15361,I didn't find any useful information.,What about orders that drop off places cannot accept? How are we supposed to drop off or request for a pick up?,Genuine Question,https://seller.shopee.sg/edu/article/15361/shipping-channels-pick-up,article
15361,I didn't find any useful information.,Its unfair to us if you sudden change your clause as it affected our sales.,Negative Complaint,https://seller.shopee.sg/edu/article/15361/shipping-channels-pick-up,article
15373,I didn't find any useful information.,"article says ""Earnings from your sales will be credited to your Seller Balance within 2 to 7 working days  "" but now agent says upto 25 days",Negative Complaint,https://seller.shopee.sg/edu/article/15373/withdrawing-your-income-faq,article
15373,I didn't find any useful information.,I cant add my bank account. I have tried so many times and still can't withdraw my money. Please help me withdraw my money and add my bank account.,Negative Complaint,https://seller.shopee.sg/edu/article/15373/withdrawing-your-income-faq,article
15549,The lessons were too difficult.,Totally don't understand the part on Obtaining links for images (evidence) uploaded to your Google Drive! Kindly make it more user friendly!,"Constructive Criticism, Design Feedback",https://seller.shopee.sg/edu/article/15549,article
15554,The lessons were too difficult.,"Could show the process of applying for license of it? Including SFA account as Foreigner, Singpass, fee and IRAS etc.",Constructive Criticism,https://seller.shopee.sg/edu/article/15554,article
15623,I didn't find any useful information.,It doesnot help seller to improve. Don’t you think the shipping cost of 1-5kg is ridiculously high?,"Negative Complaint, Constructive Criticism",https://seller.shopee.sg/edu/article/15623/Seller-Shipping-Fees-Adjustment,article
15641,I didn't find any useful information.,"Dear officer i have to listing many times,  still display  two items,   i also report officer many times ,  no relove,   4101448923 &  1759871914 ",Negative Complaint,https://seller.shopee.sg/edu/article/15641/listing-violation-faq,article
15645,I didn't find any useful information.,There is no reason stated on the listing why the product was banned. The product is not violating any of shopee's policies.,Constructive Criticism,https://seller.shopee.sg/edu/article/15645/resolve-ban-listing,article
15649,I didn't find any useful information.,"So if the seller is new and the item is super bulky, how am I going to bring to destinated location point if there is no pick up service? ",Genuine Question,https://seller.shopee.sg/edu/article/15649/Pick-up-Service-Criteria-for-Standard-Delivery-Channel,article
15655,The lessons were too difficult.,New shipping regulation is way too troublesome and tedious,Negative Complaint,https://seller.shopee.sg/edu/article/15655/Introduction-to-new-Shipping-Channel-policy,article
15655,I didn't find any useful information.,"It's not fair, force local Seller. Late/delayed delivery is always affected fr.overseas/Shopee log'tics pro'ders due to uncontrl schedule. pls review ",Negative Complaint,https://seller.shopee.sg/edu/article/15655/Introduction-to-new-Shipping-Channel-policy,article
15736,The lessons were too difficult.,how to be selected seller,Genuine Question,https://seller.shopee.sg/edu/article/15736/compare-listing-purchase-limits,article
15737,I didn't find any useful information.,"im looking for ""How to appeal"", not explanation.",Genuine Question,https://seller.shopee.sg/edu/article/15737/appeal-listing-limit,article
15775,I didn't find any useful information.,what happen if the buyer buy wrong item and we as a seller don't mind to refund the buyer? why we get penalized? we should reject returns? ,Constructive Criticism,https://seller.shopee.sg/edu/article/15775/shopee-fulfilment-policy-faq,article
15776,I didn't find any useful information.,"Seller not in fault for late shipping penalty and preference seller batch revoke, as Shopee supported logistic JNT cockup and never attempt collection",Negative Complaint,https://seller.shopee.sg/edu/article/15776/seller-fault-non-fulfilled-orders,article
15780,I didn't find any useful information.,"after customer make payment, the system will immediately send out message saying that ""Thank you for your purchase, we will ship it as soon as possibl",Unknown,https://seller.shopee.sg/edu/article/15780/automatic-replies-shopee-seller-chat,article
15847,The lessons were too difficult.,Which Country ?.... Cant find where you shipping ?  and cost....Country,"Genuine Question, Design Feedback",https://seller.shopee.sg/edu/article/15847/shipping-deadline-faq,article
15966,I didn't find any useful information.,I had a delivery issue with buyer giving all poor rating due to damaged item . Stupid shopee policy can't remove or hide the poor rating abused by buy,Negative Complaint,https://seller.shopee.sg/edu/article/15966/Updated-overall-product-rating-calculation-logic,article
15999,I didn't find any useful information.,"There isn't ""chat with live agent"" icon.",Design Feedback,https://seller.shopee.sg/edu/article/15999/contact-shopee-customer-service,article
15999,I didn't find any useful information.,I cannot install the application. I want to check my order. What should I do?,Genuine Question,https://seller.shopee.sg/edu/article/15999/contact-shopee-customer-service,article
15999,I didn't find any useful information.,Any contact number to call or email?,Genuine Question,https://seller.shopee.sg/edu/article/15999/contact-shopee-customer-service,article
15999,I didn't find any useful information.|There were broken links.,"there is no direct link to a shopee agent, this is the most important basic feature that's missing for some horrible reason","Negative Complaint, Design Feedback",https://seller.shopee.sg/edu/article/15999/contact-shopee-customer-service,article
15999,The lessons were too difficult.,cannot find the link in shopee ,Unknown,https://seller.shopee.sg/edu/article/15999/contact-shopee-customer-service,article
16064,The lessons were too difficult.,HOW DO i know from where should I COLLECT the goods orderedand whether it has arrived?,Genuine Question,https://seller.shopee.sg/edu/article/16064/SPX-self-collection-channel,article
16064,I didn't find any useful information.,I would like to know where are the self-collection point.,Genuine Question,https://seller.shopee.sg/edu/article/16064/SPX-self-collection-channel,article
16165,I didn't find any useful information.,Reasons for brand rejection was not specified. I applied three times but the reason was not specified as I keep tweaking my applications.,"Negative Complaint, Constructive Criticism",https://seller.shopee.sg/edu/article/16165/track-brand-registration-status-outcome,article
16368,I didn't find any useful information.,There's no add image option now,Design Feedback,https://seller.shopee.sg/edu/article/16368/image-product-description,article
16368,Images/gifs did not load.,"there is no ""Add Images"" tab for my account",Design Feedback,https://seller.shopee.sg/edu/article/16368/image-product-description,article
16368,I didn't find any useful information.,There isn't this option anymore on product description ,Design Feedback,https://seller.shopee.sg/edu/article/16368/image-product-description,article
16368,I didn't find any useful information.,"in my product description area, i cannot see any upload button to click for my picture selection for uploading, Why?","Design Feedback, Constructive Criticism",https://seller.shopee.sg/edu/article/16368/image-product-description,article
16368,I didn't find any useful information.,Unable to add images within the product,"Design Feedback, Constructive Criticism",https://seller.shopee.sg/edu/article/16368/image-product-description,article
16368,I didn't find any useful information.,I don't see a add image tab in product description... why?,"Design Feedback, Genuine Question",https://seller.shopee.sg/edu/article/16368/image-product-description,article
16368,I didn't find any useful information.,"I dont have the ""Add Images"" option on my Product Description Tab",Genuine Question,https://seller.shopee.sg/edu/article/16368/image-product-description,article
16368,I didn't find any useful information.,How to be selected seller to upload images?,Genuine Question,https://seller.shopee.sg/edu/article/16368/image-product-description,article
16368,I didn't find any useful information.,There is no upload images button or icon in my product description. It can only be text,Negative Complaint,https://seller.shopee.sg/edu/article/16368/image-product-description,article
16368,I didn't find any useful information.,i don't have anything like that,Unknown,https://seller.shopee.sg/edu/article/16368/image-product-description,article
16477,I didn't find any useful information.,No sample calculations on how shopee charges the seller,"Design Feedback, Constructive Criticism",https://seller.shopee.sg/edu/article/16477/shopee-selling-fees,article
16478,The lessons were too difficult.,Little confusing ,Unknown,https://seller.shopee.sg/edu/article/16478/seller-fees-calculation,article
16664,I didn't find any useful information.,how to dispute? can't find link or form,Genuine Question,https://seller.shopee.sg/edu/article/16664/dispute-process-overview,article
16920,There were broken links.,Orders before 1 Jan 2022? Or 2023?,Genuine Question,https://seller.shopee.sg/edu/article/16920/2023-gst-rate-changes,article
16920,I didn't find any useful information.,Can give Example how it workIf not can understand at all,"Genuine Question, Constructive Criticism",https://seller.shopee.sg/edu/article/16920/2023-gst-rate-changes?utm_medium=notification&utm_source=webar,article
16950,I didn't find any useful information.,No pop-up message shown when logged in. How to verify????,"Design Feedback, Genuine Question",https://seller.shopee.sg/edu/article/16950/Verifying-Seller-Identity-via-Seller-Centre-and-Shopee-App,article
16950,The lessons were too difficult.,I have problems please contact me at : southval@singnet.com,Negative Complaint,https://seller.shopee.sg/edu/article/16950/Verifying-Seller-Identity-via-Seller-Centre-and-Shopee-App,article
17155,I didn't find any useful information.,The is no information on how much is the campaign deck we need to pay upfront as well as the package entitlement to join.,Negative Complaint,https://seller.shopee.sg/edu/article/17155,article
17155,The lessons were too difficult.,Bad work ,Negative Complaint,https://seller.shopee.sg/edu/article/17155,article
17220,I didn't find any useful information.,"And CS keep giving me same excuse for the deletion. I appeal and appeal, give reply me with stanrdard message. I am a  member and buy SGD from NP.",Negative Complaint,https://seller.shopee.sg/edu/article/17220,article
17220,I didn't find any useful information.,Shopee policy needs to be improved. Naturally Plus repeatedly told me they dont provide LOA. and your platform showed biased treatment to other seller,Negative Complaint,https://seller.shopee.sg/edu/article/17220,article
17220,I didn't find any useful information.,troublesome when there is no NOA when shopee mis-plot listing ,Negative Complaint,https://seller.shopee.sg/edu/article/17220,article
17237,I didn't find any useful information.,I had been happy with current using only Speed Post and now Shopee wants to my my delivery a nightmare by automatically assign my delivery company!!!,Negative Complaint,https://seller.shopee.sg/edu/article/17237,article
17318,I didn't find any useful information.,Unable to add images within the product,"Design Feedback, Constructive Criticism",https://seller.shopee.sg/edu/article/17318/product-images-3-4-ratio,article
17318,The lessons were too difficult.|I didn't find any useful information.,Too complicating,Negative Complaint,https://seller.shopee.sg/edu/article/17318/product-images-3-4-ratio,article
17318,Images/gifs did not load.,Ive tried and still cannot upload 3:4 image,Negative Complaint,https://seller.shopee.sg/edu/article/17318/product-images-3-4-ratio,article
17399,I didn't find any useful information.,I dont sell this,Unknown,https://seller.shopee.sg/edu/article/17399?utm_medium=notification&utm_source=appar,article
17402,I didn't find any useful information.,"Buyer give a bad rating due to item received damaged, however the damage is caused by the logistic services, it is not fair to charge to seller",Negative Complaint,https://seller.shopee.sg/edu/article/17402/customer-satisfaction-faq,article
17662,There were broken links.,the video link is not working,Design Feedback,https://seller.shopee.sg/edu/article/17662,article
17662,The lessons were too difficult.,Do not understand ,Unknown,https://seller.shopee.sg/edu/article/17662?utm_source=App&utm_medium=App%20announcement&utm_campaign=AMS%20Free%20Sample,article
17794,I didn't find any useful information.,"I need to know how to edit campaign prices that are under review, but it wasn't stated. ","Genuine Question, Constructive Criticism",https://seller.shopee.sg/edu/article/17794/price-teaser,article
18269,The lessons were too difficult.,没有华文,Unknown,https://seller.shopee.sg/edu/article/18269,article
18430,The lessons were too difficult.|I didn't find any useful information.,"Asking seller to include GTIN/EAN in my listing, but didn't show how to generate the its and where to get.Please do something to help the seller ",Constructive Criticism,https://seller.shopee.sg/edu/article/18430,article
18430,I didn't find any useful information.,GTIN/EANがない場合の対処方法が書いていない,"Constructive Criticism, Design Feedback",https://seller.shopee.sg/edu/article/18430,article
18430,I didn't find any useful information.,how to generate gtin or eam numbers,Genuine Question,https://seller.shopee.sg/edu/article/18430,article
18430,I didn't find any useful information.,What number do I add?,Genuine Question,https://seller.shopee.sg/edu/article/18430,article
18750,I didn't find any useful information.,pls contact us 98160687,Genuine Question,https://seller.shopee.sg/edu/article/18750,article
18817,The lessons were too difficult.|There were broken links.|I didn't find any useful information.,PLS CONTACT US 98160687,Unknown,https://seller.shopee.sg/edu/article/18817/store-pick-up,article
18839,I didn't find any useful information.,Very difficult to find shippng location over 5kg,"Design Feedback, Negative Complaint",https://seller.shopee.sg/edu/article/18839,article
19014,I didn't find any useful information.,"NDD SPX ALWAYS COME AT 11AM!! HOW DO YOU WANT ME TO PACK THE ORDERS BEFORE 3PM ,BUT COURIER COME SO EARLY! COMPLAINED MANY TIMES BUT NO IMPROVEMENT",Negative Complaint,https://seller.shopee.sg/edu/article/19014/next-day-delivery,article
19403,The lessons were too difficult.,"Utterly rubbish guidelines, if other 3PL can do a better job, you seriously need to reconsider how your delivery team handles items. Ridiculous.",Negative Complaint,https://seller.shopee.sg/edu/article/19403/order-packaging,article
19403,The lessons were too difficult.,PACKING ALL NEED MOENY ,Negative Complaint,https://seller.shopee.sg/edu/article/19403/order-packaging,article
19522,There were broken links.,Theres no appeal button where it supposed to be,Design Feedback,https://seller.shopee.sg/edu/article/19522,article
19522,I didn't find any useful information.,I do my listing correctly But shopee deboosted my listingI'm not sure what's wrong,Negative Complaint,https://seller.shopee.sg/edu/article/19522,article
19522,I didn't find any useful information.,There is no appeal button to click for a wrong suggested category,"Negative Complaint, Design Feedback",https://seller.shopee.sg/edu/article/19522,article
19668,The lessons were too difficult.,u must take note for those seller with 500 items n above.  easy to penalise.  not easy to keep so many stocks.  unfair if u compare with small company,Negative Complaint,https://seller.shopee.sg/edu/article/19668?utm_medium=notification&utm_source=appar&__dsrn__=1,article
19668,I didn't find any useful information.,Late shipments are operational fail on shopee xpress end. People on leave but no replacement driver is sent and NDD delivery treatsame as normal pkg,Negative Complaint,https://seller.shopee.sg/edu/article/19668?utm_medium=notification&utm_source=apppn&__source__=push_notification,article
19668,I didn't find any useful information.,Never told before about LSR. I just submit the report of late shipment today as in 20/11/2023 and this new policy just pop out today too. Coincident?,Negative Complaint,https://seller.shopee.sg/edu/article/19668?utm_medium=notification&utm_source=apppn&__source__=push_notification,article
19689,I didn't find any useful information.,We do not want ndd. We filled a form to opt out. Do not toggle on for us again! We do not want ndd. ,Negative Complaint,https://seller.shopee.sg/edu/article/19689,article
19689,I didn't find any useful information.,Shopee's very own dear courier SPX did NOT pick up item in time. What is Shopee expecting merchant to do?,Negative Complaint,https://seller.shopee.sg/edu/article/19689,article
19689,I didn't find any useful information.,"The drivers always don't collect the parcels as arranged, even though we wait till 8pm+ on some days. No updates, no calls.",Negative Complaint,https://seller.shopee.sg/edu/article/19689,article
19689,Images/gifs did not load.,SPX didn’t pick up NDD and now showing NDD fail on seller’s page? shame on you,Negative Complaint,https://seller.shopee.sg/edu/article/19689,article
19689,I didn't find any useful information.,The pick up never happens. ,Negative Complaint,https://seller.shopee.sg/edu/article/19689?utm_medium=notification&utm_source=appar,article
19689,I didn't find any useful information.,I don't even have next day delivery.,Negative Complaint,https://seller.shopee.sg/edu/article/19689,article
19756,I didn't find any useful information.,If buyer choose self collection point and locker but didn't go collect the parcel? Who should bear the shipping cost? Buyer should be responsible too,Constructive Criticism,https://seller.shopee.sg/edu/article/19756/Announcement-article-for-2024-policy-changes,article
19756,I didn't find any useful information.,"Shopee created an unfair Policy that fines more penalties to sellers. The buyer changes his mind when buying under the buyer's penalty, no refund.",Negative Complaint,https://seller.shopee.sg/edu/article/19756/Announcement-article-for-2024-policy-changes,article
19756,I didn't find any useful information.,"Large parcel is ready, but logistic never come to pickup but update system to 'Parcel not ready, pickup failed', then missed deadline ? Then how?",Negative Complaint,https://seller.shopee.sg/edu/article/19756/Announcement-article-for-2024-policy-changes,article
19756,I didn't find any useful information.,"seller arranged for shipment , courier no turn up , order cancelled, who pay seller's advertising fees and sales profits?",Negative Complaint,https://seller.shopee.sg/edu/article/19756/Announcement-article-for-2024-policy-changes,article
19819,I didn't find any useful information.,Shopee is taking too much commission and platform fee from sellers.,Negative Complaint,https://seller.shopee.sg/edu/article/19819/2024-Key-Fee-Changes,article
20016,I didn't find any useful information.,"Shopee should stop the NDD program, base on always no one pick up after arrangement, this will cause seller in trouble, and seller will penalty by sys",Negative Complaint,https://seller.shopee.sg/edu/article/20016,article
20016,I didn't find any useful information.,Shopee fail to pick up and cause delayed and put the fault to seller.,Negative Complaint,https://seller.shopee.sg/edu/article/20016,article
20156,I didn't find any useful information.,"Don't force people to work just to satisfy your buyers, we're your partners, not your employees for God's sake",Negative Complaint,https://seller.shopee.sg/edu/article/20156/Saturday-as-a-regular-operating-day,article
20159,The lessons were too difficult.,"Shopee should automatically refund when shopee accept COM , not ask seller to do additional work to submit this and that, this is shopee responsibity",Constructive Criticism,https://seller.shopee.sg/edu/article/20159/Change-of-Mind-Seller-Shipping-Fee-Subsidy,article
20218,I didn't find any useful information.,"does not show how the FHR gets tabulated into a % figure. am sending out all orders placed before 2pm within the same day, Mon-sat. But FHR below 90%.",Constructive Criticism,https://seller.shopee.sg/edu/article/20218/Fast-Handover-Rate,article
20218,I didn't find any useful information.,our problems is never not handling over . it is delivery partner ability to come and pick. many shopee partners do not work 24hours and offday,Constructive Criticism,https://seller.shopee.sg/edu/article/20218/Fast-Handover-Rate,article
20218,I didn't find any useful information.,How can uparcel seller get fast hand over rate when order placed before 2pm must be scanned in 2359 on the same day as uparcel can't do that ,Genuine Question,https://seller.shopee.sg/edu/article/20218/Fast-Handover-Rate,article
20218,The lessons were too difficult.,If the logistic shippers are ready to pick up all parcels then it will be easily for us sellers to commit the fast hand over period.,Unknown,https://seller.shopee.sg/edu/article/20218/Fast-Handover-Rate,article
20262,I didn't find any useful information.,Extremely idiotic policy to kill your sellers.,Negative Complaint,https://seller.shopee.sg/edu/article/20262?fbclid=IwAR0HhDa5a_d9suGRavQEHCPHqL4t4S2tgXt2DiNV-0IuVCUYKOPaUUjC8xk,article
